animal_id_outcome,outcome_type
A575180,Return to Owner
A575211,Euthanasia
A575214,Adoption
A575298,Missing
A575322,Adoption
A575782,Return to Owner
A575803,Return to Owner
A575839,Adoption
A575920,Adoption
A576186,Adoption
A576186,Return to Owner
A576207,Euthanasia
A576232,Relocate
A576316,Return to Owner
A576469,Return to Owner
A576591,Adoption
A576705,Adoption
A576866,Return to Owner
A576866,Return to Owner
A576973,Return to Owner
A577236,Transfer
A577308,Relocate
A577312,Adoption
A577358,Return to Owner
A577433,Return to Owner
A577582,Return to Owner
A577584,Return to Owner
A577602,Euthanasia
A577639,Return to Owner
A577713,Rto-Adopt
A577779,Transfer
A577780,Euthanasia
A577781,Missing
A577832,Return to Owner
A577832,Return to Owner
A577861,Return to Owner
A578068,Rto-Adopt
A578095,Return to Owner
A578097,Euthanasia
A578135,Adoption
A578168,Missing
A578318,Return to Owner
A578341,Adoption
A578374,Euthanasia
A578543,Adoption
A578580,Relocate
A578688,Adoption
A578738,Died
A578845,Relocate
A578896,Return to Owner
A578954,Transfer
A579028,Return to Owner
A579260,Return to Owner
A579593,Transfer
A579598,Return to Owner
A579599,Return to Owner
A579608,Return to Owner
A579684,Return to Owner
A579793,Return to Owner
A579856,Return to Owner
A579881,Transfer
A579906,Return to Owner
A579961,Return to Owner
A580140,Return to Owner
A580184,Adoption
A580225,Return to Owner
A580311,Return to Owner
A580469,Return to Owner
A580635,Transfer
A580685,Euthanasia
A581189,Transfer
A581190,Transfer
A581317,Died
A581356,Transfer
A581356,Transfer
A581356,Adoption
A581393,Relocate
A581443,Return to Owner
A581522,Relocate
A581788,Return to Owner
A581850,Return to Owner
A581954,Return to Owner
A582002,Euthanasia
A582002,Return to Owner
A582002,Return to Owner
A582082,Return to Owner
A582183,Return to Owner
A582307,Missing
A582312,Adoption
A582433,Died
A582736,Return to Owner
A582826,Return to Owner
A582875,Return to Owner
A582945,Adoption
A583005,Died
A583005,Return to Owner
A583005,Adoption
A583132,Return to Owner
A583162,Return to Owner
A583162,Transfer
A583262,Return to Owner
A583357,Euthanasia
A583427,Return to Owner
A583427,Return to Owner
A583494,Return to Owner
A583569,Return to Owner
A583676,Return to Owner
A583691,Return to Owner
A583692,Return to Owner
A583757,Return to Owner
A583833,Transfer
A583951,Return to Owner
A584001,Return to Owner
A584001,Return to Owner
A584195,Return to Owner
A584263,Return to Owner
A584313,Return to Owner
A584327,Return to Owner
A584327,Return to Owner
A584437,Rto-Adopt
A584437,Relocate
A584452,Euthanasia
A584516,Euthanasia
A584516,Return to Owner
A584553,Transfer
A584566,Return to Owner
A584727,Adoption
A584740,Return to Owner
A584926,Return to Owner
A584947,Return to Owner
A585131,Return to Owner
A585131,Return to Owner
A585265,Return to Owner
A585692,Adoption
A585740,Return to Owner
A585779,Return to Owner
A585803,Return to Owner
A585850,Adoption
A585859,Return to Owner
A585865,Return to Owner
A585930,Adoption
A585940,Euthanasia
A585941,Adoption
A585942,Adoption
A586033,Adoption
A586033,Adoption
A586045,Return to Owner
A586049,Return to Owner
A586186,Return to Owner
A586197,Return to Owner
A586222,Return to Owner
A586222,Transfer
A586273,Euthanasia
A586304,Euthanasia
A586304,Return to Owner
A586522,Adoption
A586581,Transfer
A586598,Return to Owner
A586665,Euthanasia
A586717,Relocate
A586742,Transfer
A586770,Return to Owner
A586787,Return to Owner
A586923,Return to Owner
A587006,Rto-Adopt
A587085,Return to Owner
A587190,Return to Owner
A587190,Return to Owner
A587232,Return to Owner
A587278,Adoption
A587332,Return to Owner
A587332,Missing
A587439,Return to Owner
A587510,Adoption
A587510,Return to Owner
A587871,Return to Owner
A587871,Return to Owner
A587944,Return to Owner
A587986,Return to Owner
A587990,Adoption
A587990,Return to Owner
A588178,Return to Owner
A588218,Return to Owner
A588258,Adoption
A588404,Relocate
A588444,Transfer
A588540,Return to Owner
A588582,Return to Owner
A588582,Return to Owner
A588601,Return to Owner
A588601,Return to Owner
A588601,Return to Owner
A588601,Return to Owner
A588601,Return to Owner
A588707,Return to Owner
A588789,Transfer
A588842,Return to Owner
A588953,Missing
A589009,Return to Owner
A589084,Return to Owner
A589206,Transfer
A589206,Relocate
A589224,Adoption
A589272,Return to Owner
A589272,Return to Owner
A589272,Return to Owner
A589273,Return to Owner
A589374,Adoption
A589595,Return to Owner
A589649,Died
A589841,Return to Owner
A590017,Died
A590019,Return to Owner
A590048,Return to Owner
A590048,Return to Owner
A590048,Return to Owner
A590089,Euthanasia
A590144,Rto-Adopt
A590157,Return to Owner
A590245,Transfer
A590290,Adoption
A590330,Return to Owner
A590362,Transfer
A590479,Transfer
A590479,Adoption
A590490,Return to Owner
A590502,Return to Owner
A590629,Euthanasia
A590637,Died
A590637,Adoption
A590694,Adoption
A590716,Return to Owner
A590726,Return to Owner
A590767,Return to Owner
A590826,Adoption
A590826,Return to Owner
A590948,Return to Owner
A590957,Return to Owner
A591058,Adoption
A591124,Missing
A591133,Return to Owner
A591221,Return to Owner
A591322,Return to Owner
A591420,Adoption
A591420,Adoption
A591462,Adoption
A591492,Return to Owner
A591500,Return to Owner
A591537,Adoption
A591542,Return to Owner
A591739,Return to Owner
A591775,Adoption
A591783,Transfer
A591817,Return to Owner
A591852,Return to Owner
A591877,Return to Owner
A591903,Adoption
A591943,Return to Owner
A591962,Return to Owner
A591971,Return to Owner
A591983,Rto-Adopt
A592009,Return to Owner
A592009,Return to Owner
A592115,Transfer
A592251,Return to Owner
A592335,Adoption
A592428,Return to Owner
A592428,Return to Owner
A592454,Adoption
A592454,Return to Owner
A592545,Return to Owner
A592629,Relocate
A592629,Return to Owner
A592671,Missing
A592707,Return to Owner
A592923,Return to Owner
A592935,Return to Owner
A593108,Rto-Adopt
A593109,Return to Owner
A593109,Return to Owner
A593109,Return to Owner
A593109,Return to Owner
A593109,Return to Owner
A593144,Return to Owner
A593164,Return to Owner
A593205,Adoption
A593245,Return to Owner
A593434,Return to Owner
A593510,Return to Owner
A593524,Return to Owner
A593537,Return to Owner
A593537,Return to Owner
A593537,Return to Owner
A593537,Return to Owner
A593537,Adoption
A593537,Return to Owner
A593537,Return to Owner
A593567,Return to Owner
A593659,Return to Owner
A593726,Return to Owner
A593827,Return to Owner
A593868,Adoption
A593884,Return to Owner
A593937,Return to Owner
A594068,Missing
A594102,Return to Owner
A594159,Return to Owner
A594194,Adoption
A594195,Adoption
A594259,Transfer
A594265,Return to Owner
A594276,Return to Owner
A594295,Return to Owner
A594400,Adoption
A594400,Transfer
A594414,Return to Owner
A594461,Transfer
A594461,Return to Owner
A594461,Return to Owner
A594497,Return to Owner
A594497,Return to Owner
A594543,Died
A594702,Transfer
A594707,Adoption
A594707,Return to Owner
A594739,Return to Owner
A594739,Transfer
A594750,Return to Owner
A594793,Return to Owner
A594793,Return to Owner
A594793,Return to Owner
A594815,Return to Owner
A594828,Died
A594900,Return to Owner
A594904,Euthanasia
A594919,Return to Owner
A594919,Return to Owner
A595039,Return to Owner
A595045,Rto-Adopt
A595090,Relocate
A595090,Adoption
A595149,Return to Owner
A595363,Adoption
A595426,Return to Owner
A595590,Transfer
A595590,Adoption
A595620,Adoption
A595633,Relocate
A595633,Adoption
A595963,Return to Owner
A595993,Return to Owner
A596202,Relocate
A596218,Return to Owner
A596218,Return to Owner
A596317,Rto-Adopt
A596356,Euthanasia
A596357,Return to Owner
A596406,Adoption
A596658,Adoption
A596672,Return to Owner
A596753,Return to Owner
A596885,Transfer
A596942,Return to Owner
A597023,Euthanasia
A597037,Adoption
A597037,Missing
A597129,Missing
A597131,Relocate
A597150,Adoption
A597150,Adoption
A597304,Died
A597312,Return to Owner
A597335,Adoption
A597335,Rto-Adopt
A597414,Missing
A597415,Euthanasia
A597417,Return to Owner
A597455,Return to Owner
A597514,Return to Owner
A597593,Return to Owner
A597644,Return to Owner
A597649,Return to Owner
A597665,Euthanasia
A597678,Died
A597754,Rto-Adopt
A597828,Return to Owner
A597837,Adoption
A597842,Return to Owner
A597848,Return to Owner
A598001,Adoption
A598004,Return to Owner
A598005,Return to Owner
A598169,Return to Owner
A598169,Transfer
A598212,Adoption
A598222,Adoption
A598288,Return to Owner
A598308,Euthanasia
A598308,Return to Owner
A598335,Euthanasia
A598360,Return to Owner
A598424,Euthanasia
A598437,Missing
A598470,Transfer
A598531,Adoption
A598610,Missing
A598644,Return to Owner
A598657,Adoption
A598741,Return to Owner
A598751,Adoption
A598754,Return to Owner
A598777,Return to Owner
A598850,Return to Owner
A598850,Return to Owner
A598850,Return to Owner
A598966,Died
A599068,Relocate
A599125,Return to Owner
A599155,Euthanasia
A599278,Return to Owner
A599367,Return to Owner
A599448,Return to Owner
A599499,Transfer
A599639,Return to Owner
A599671,Return to Owner
A599748,Return to Owner
A599775,Return to Owner
A599849,Return to Owner
A600056,Transfer
A600198,Return to Owner
A600328,Return to Owner
A600328,Adoption
A600617,Euthanasia
A600683,Adoption
A600691,Return to Owner
A600762,Adoption
A600763,Relocate
A600766,Return to Owner
A600769,Adoption
A600779,Missing
A600948,Adoption
A601095,Transfer
A601095,Died
A601162,Return to Owner
A601172,Return to Owner
A601250,Adoption
A601331,Transfer
A601363,Adoption
A601363,Return to Owner
A601403,Return to Owner
A601482,Return to Owner
A601482,Return to Owner
A601482,Rto-Adopt
A601482,Return to Owner
A601488,Euthanasia
A601498,Return to Owner
A601518,Return to Owner
A601614,Adoption
A601675,Return to Owner
A601696,Adoption
A601737,Transfer
A601748,Return to Owner
A601822,Euthanasia
A601863,Euthanasia
A601869,Return to Owner
A601877,Return to Owner
A602054,Return to Owner
A602103,Return to Owner
A602428,Return to Owner
A602465,Return to Owner
A602564,Return to Owner
A602583,Transfer
A602693,Return to Owner
A602729,Return to Owner
A602764,Return to Owner
A602799,Return to Owner
A602837,Relocate
A602944,Return to Owner
A602944,Return to Owner
A603238,Transfer
A603239,Return to Owner
A603292,Transfer
A603439,Return to Owner
A603485,Relocate
A603534,Return to Owner
A603619,Missing
A603620,Died
A603621,Return to Owner
A603684,Transfer
A603736,Adoption
A603815,Return to Owner
A603894,Return to Owner
A603908,Adoption
A603949,Adoption
A603952,Transfer
A604006,Return to Owner
A604301,Died
A604442,Adoption
A604442,Return to Owner
A604480,Transfer
A604576,Return to Owner
A604602,Return to Owner
A604679,Transfer
A604708,Return to Owner
A604770,Return to Owner
A604775,Transfer
A604785,Adoption
A604955,Adoption
A604955,Adoption
A604955,Return to Owner
A604969,Return to Owner
A605052,Adoption
A605102,Return to Owner
A605110,Return to Owner
A605129,Transfer
A605170,Return to Owner
A605191,Return to Owner
A605223,Relocate
A605283,Return to Owner
A605315,Return to Owner
A605337,Adoption
A605352,Return to Owner
A605352,Return to Owner
A605388,Return to Owner
A605402,Return to Owner
A605420,Adoption
A605591,Return to Owner
A605623,Return to Owner
A605654,Return to Owner
A605692,Adoption
A605692,Adoption
A605772,Euthanasia
A605780,Return to Owner
A605804,Euthanasia
A606171,Missing
A606171,Return to Owner
A606176,Return to Owner
A606267,Return to Owner
A606330,Adoption
A606516,Return to Owner
A606532,Return to Owner
A606532,Return to Owner
A606546,Transfer
A606644,Return to Owner
A606646,Adoption
A606678,Transfer
A606728,Return to Owner
A606728,Return to Owner
A606735,Return to Owner
A606761,Adoption
A606788,Euthanasia
A606852,Return to Owner
A606932,Transfer
A607074,Euthanasia
A607075,Return to Owner
A607075,Return to Owner
A607107,Return to Owner
A607131,Adoption
A607134,Return to Owner
A607228,Return to Owner
A607233,Return to Owner
A607233,Return to Owner
A607240,Transfer
A607253,Rto-Adopt
A607379,Missing
A607459,Return to Owner
A607465,Return to Owner
A607523,Return to Owner
A607523,Return to Owner
A607523,Return to Owner
A607523,Return to Owner
A607543,Euthanasia
A607585,Adoption
A607586,Return to Owner
A607606,Transfer
A607650,Died
A607658,Return to Owner
A607663,Adoption
A607663,Rto-Adopt
A607727,Return to Owner
A607728,Return to Owner
A607743,Adoption
A607745,Adoption
A607874,Return to Owner
A607884,Adoption
A607903,Missing
A608028,Transfer
A608029,Transfer
A608071,Adoption
A608107,Return to Owner
A608160,Return to Owner
A608232,Return to Owner
A608328,Return to Owner
A608349,Adoption
A608375,Transfer
A608411,Rto-Adopt
A608475,Euthanasia
A608475,Return to Owner
A608512,Return to Owner
A608564,Adoption
A608757,Return to Owner
A608858,Return to Owner
A608858,Return to Owner
A608858,Return to Owner
A608858,Return to Owner
A608875,Adoption
A608917,Transfer
A608918,Transfer
A608918,Transfer
A608918,Adoption
A608937,Return to Owner
A608966,Return to Owner
A608995,Transfer
A609041,Adoption
A609042,Adoption
A609159,Return to Owner
A609206,Adoption
A609221,Rto-Adopt
A609226,Transfer
A609226,Return to Owner
A609226,Return to Owner
A609229,Transfer
A609281,Return to Owner
A609335,Died
A609520,Return to Owner
A609550,Return to Owner
A609552,Return to Owner
A609565,Return to Owner
A609618,Transfer
A609622,Relocate
A609629,Return to Owner
A609631,Died
A609632,Return to Owner
A609633,Return to Owner
A609635,Return to Owner
A609637,Return to Owner
A609638,Return to Owner
A609641,Return to Owner
A609642,Return to Owner
A609643,Return to Owner
A609693,Return to Owner
A609701,Transfer
A609719,Relocate
A609882,Return to Owner
A609889,Return to Owner
A609918,Return to Owner
A609949,Relocate
A609952,Return to Owner
A609952,Return to Owner
A609975,Return to Owner
A610067,Adoption
A610074,Adoption
A610112,Return to Owner
A610208,Transfer
A610260,Return to Owner
A610265,Return to Owner
A610265,Return to Owner
A610265,Adoption
A610270,Transfer
A610270,Adoption
A610298,Relocate
A610320,Relocate
A610401,Return to Owner
A610401,Adoption
A610401,Adoption
A610405,Missing
A610475,Adoption
A610476,Return to Owner
A610476,Return to Owner
A610520,Return to Owner
A610531,Rto-Adopt
A610531,Adoption
A610531,Return to Owner
A610531,Return to Owner
A610531,Return to Owner
A610563,Transfer
A610585,Transfer
A610613,Return to Owner
A610632,Euthanasia
A610657,Missing
A610680,Relocate
A610680,Adoption
A610728,Return to Owner
A610733,Return to Owner
A610763,Adoption
A610772,Euthanasia
A610808,Return to Owner
A610815,Return to Owner
A610901,Return to Owner
A611032,Return to Owner
A611034,Return to Owner
A611075,Return to Owner
A611075,Return to Owner
A611152,Relocate
A611152,Adoption
A611222,Return to Owner
A611226,Return to Owner
A611493,Adoption
A611496,Transfer
A611573,Euthanasia
A611641,Return to Owner
A611682,Adoption
A611682,Return to Owner
A611690,Adoption
A611805,Transfer
A611890,Relocate
A611892,Missing
A611897,Return to Owner
A611924,Return to Owner
A611924,Return to Owner
A611929,Euthanasia
A611931,Euthanasia
A611952,Adoption
A611960,Return to Owner
A611982,Return to Owner
A611999,Transfer
A612004,Return to Owner
A612006,Return to Owner
A612281,Adoption
A612291,Adoption
A612451,Return to Owner
A612477,Return to Owner
A612489,Return to Owner
A612593,Rto-Adopt
A612598,Return to Owner
A612620,Euthanasia
A612646,Transfer
A612711,Return to Owner
A612729,Return to Owner
A612816,Adoption
A612854,Adoption
A612857,Transfer
A612887,Transfer
A612925,Adoption
A612925,Return to Owner
A612961,Missing
A612961,Died
A612961,Rto-Adopt
A612961,Adoption
A612982,Return to Owner
A612982,Return to Owner
A613088,Transfer
A613097,Return to Owner
A613098,Transfer
A613161,Relocate
A613161,Return to Owner
A613240,Return to Owner
A613290,Euthanasia
A613370,Transfer
A613378,Return to Owner
A613419,Transfer
A613536,Euthanasia
A613553,Euthanasia
A613617,Adoption
A613643,Return to Owner
A613650,Euthanasia
A613650,Adoption
A613650,Return to Owner
A613676,Return to Owner
A613676,Return to Owner
A613676,Return to Owner
A613676,Return to Owner
A613676,Return to Owner
A613689,Return to Owner
A613763,Adoption
A613785,Euthanasia
A613821,Died
A613850,Return to Owner
A613926,Return to Owner
A613942,Return to Owner
A613954,Adoption
A613961,Rto-Adopt
A613961,Adoption
A614012,Adoption
A614097,Adoption
A614177,Euthanasia
A614225,Transfer
A614238,Transfer
A614258,Return to Owner
A614258,Return to Owner
A614259,Return to Owner
A614259,Return to Owner
A614362,Adoption
A614433,Adoption
A614440,Return to Owner
A614458,Euthanasia
A614481,Return to Owner
A614482,Return to Owner
A614482,Return to Owner
A614657,Adoption
A614715,Return to Owner
